ID  объявления,Тип,Площадь,Метро,Адрес,Цена,Телефоны,Описание,Ссылка на объявление
319506537,Продажа коммерческой земли,"73.0, сот.",м. Геологическая (15 мин на машине),"Свердловская область, Екатеринбург, улица Хромцовская, 2","240000000 руб., УСН",+79122204710,"К продаже предлагается земельный участок с кадастровым номером 66:41:0610039:1, расположенный в микрорайоне Птичник по адресу г. Екатеринбург, ул. Хромцовская, дом 2 с назначением ""многоквартирные дома этажностью 5 этажей и выше"", площадью 7 300 кв.м. (0,73 Га). Участок расположен на юге-западе многоэтажной жилой застройки микрорайона ""Птичник"", в плотную прилегая с запада к лесному массиву, с юга к гаражам и территории птицефабрики ""Свердловская"" с севера и севера-востока жилые дома 9 и 5 этажей, с юго-востока находятся 2 участка под офисы, в 100 м на юго - восток находится здание администрации птицефабрики. Транспортная и социальная инфраструктура: общественный транспорт - автобусы  24,047,56,24,65 в среднем каждые 5-10 минут, время в пути от ЖД Вокзала - 47 минут. Расстояние до остановок от участка - 440 м. От ул. Варшавской до участка отсутствует асфальтированная дорога (200 м). Школа и детский сад: средняя школа 26 находится на расстоянии 800 м., детский сад  176 - 500 м., детский ..., 8 фото",https://www.cian.ru/sale/commercial/319506537
317467468,Продажа коммерческой земли,"1352.0, сот.",м. Ботаническая (26 мин на машине),"Свердловская область, Екатеринбург, проезд 2-й Южный ЕКАД, 1","532800000 руб., УСН",+79122605458,"Продаю земельный участок на праве собственности, категория земель: земли населенных пунктом, с видом разрешенного использования: производственная деятельность.
   Участок расположен в зоне производственно-коммунальных объектов ПК-1, общая площадь: 13,32 га. Имеет следующие кадастровые номера:
- 66:41:0514020:98 площадью 6 637 кв.м.
- 66:41:0514020:99 площадью 110 826 кв.м.
- 66:41:0514020:277 площадью 17 720 кв.м.
  Хорошая транспортная доступность:
Земельный участок расположен на территории Индустриального парка ЕКАД: Южный (Чкаловский район г. Екатеринбург). Есть выезд на федеральные трассы (Пермь - 370 км, Тюмень - 340 км, Челябинск 210 км), так же есть выезд на Полевской и Челябинский тракт, 17 км до международного аэропорта Кольцово. Использование дорожной инфраструктурой на территории Индустриального парка на праве сервитута.
   Выполнен проект на строительство железнодорожного тупика (2 ветки) с примыканием к станции Сысерть (расстояние до станции 1 км).
Коммуникации (сети):
- Э ..., 9 фото",https://www.cian.ru/sale/commercial/317467468
319759944,"Продажа коммерческой земли, здание","200.0, м2",,"Свердловская область, Екатеринбург, Сортировочный жилрайон, Новая Сортировка мкр","260000 руб., УСН",+79126134623,"Продам земельный участок есть стабильная электроэнергия 220 и 380. От строительства автосервиса просто склад под установку морских контейнеров. Участок можно разделить на более маленькие кусочки или увеличить., 4 фото",https://www.cian.ru/sale/commercial/319759944
317196872,Продажа коммерческой земли,"7.0, сот.",м. Площадь 1905 года (4 мин пешком),"Свердловская область, Екатеринбург","450000 руб., УСН",+79826602124,"Зeмeльный участок в перспективном направлении с доступной и удобной логистикой (ЕКАД) г. Екатеринбуpг, Cвepдлoвская облaсть, г. Eкатepинбург, Чкалoвcкий pайoн (кадаcтровый нoмep 66:41:0514025:232)

На участке расположена современная, новая aсфальтoбетонная уcтанoвка 
+ мобильный бeтонный зaвoд  (дополнительно имеетcя сквaжина).

- Мобильный бетонный завод МСМIХ, МСМIХ М100 - 2021 года
- Асфальтобетонная установка RD240Х (производительность - 240т/час)

Возможен торг, звоните!, 6 фото",https://www.cian.ru/sale/commercial/317196872
320602588,Продажа коммерческой земли,"9.82, сот.",м. Ботаническая (25 мин на машине),"Свердловская область, Екатеринбург, Луч СНТ, 27","919349 руб., УСН",+79826102023,"Данные получены с сайта ГИС Торги.
Должник: Мусин В.М. Лот: Земельный участок, площадью 982 +/- 22 кв.м., кадастровый номер 66:41:0513006:28, адрес: г. Екатеринбург, СНТ ""Луч"", участок 27. Собственник: Мусин В.М. Н/ц: 919348,95 руб., з/к: 137902 руб., ш/а: 9193 руб. Уведомление  07-810/25, 1 фото",https://www.cian.ru/sale/commercial/320602588
319456188,Продажа коммерческой земли,"20.0, сот.",м. Ботаническая (29 мин на машине),"Свердловская область, Екатеринбург, улица Перевальная","2359000 руб., УСН",+79826717940,"Прoдaм зeмельный учаcток 20 соток.
Кaтегoрия - зeмли нaceлeнныx пунктoв, paзpeшённoe использованиe  зона СХ2

Основные виды разрешенного использования по ГПЗУ:

- Хранение и переработка сельскохозяйственной продукции;

- Обеспечение сельскохозяйственного производства;

- Научное обеспечение сельского хозяйства;

- Коммунальное обслуживание;

-Ветеринарное обслуживание;

Условно разрешенные виды использования земельного участка:

- Бытовое обслуживание;

- Магазины;

- Общественное питание;

- Объекты дорожного сервиса;

- Производственная деятельность;

- Рынки;

- Связь;

- Склады;

- Птицеводство;

- Звероводство;

И т.д.
Пpeдусмотрeнo cтpoительcтво дoма дo 3-x этaжей, рeгистрaция по меcту житeльства - г. Екaтеpинбуpг.
Рядом уже cтрoятcя cocеди, элeктpичeство планируется, отсыпана дорога.
Кадастровый номер 66:41:0513054:584.
Без долгов и обременений. Быстрый выход на сделку.

При покупке на Юридическое лицо налог не возникает. Возможно увеличение площади., 8 фото",https://www.cian.ru/sale/commercial/319456188
319966824,Продажа коммерческой земли,"9.5, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","3710120 руб., УСН",+79126534258,"Продается участок промназначения 9,5 соток в промпарке ЕКАД Южный (Екатеринбург). 

 Максимум выгоды для микробизнеса:
 Разрешенное использование: Производство, сервис, мастерские, склады
 Зона ПК-1: Объекты III-V класса опасности (СЗЗ 50-1000 м)

 Инфраструктура:
• Дорога: Грунтовое покрытие
• Коммуникации: Электричество на границе
• Безопасность: Охраняемый периметр парка

 Локация:
• Въезд на ЕКАД за 3 минуты  клиенты найдут вас сами!
• 10 мин до аэропорта  удобно для экспресс-заказов
• Статус резидента промпарка ЕКАД Южный

 Идеально под:
• Ремесленные мастерские (мебель, ковка, керамика)
• Склад запчастей/материалов
• Производство сувениров, упаковки
• Авторемонт (окрасочные камеры), 2 фото",https://www.cian.ru/sale/commercial/319966824
319943134,"Продажа коммерческой земли, здание","10000.0, м2",,"Свердловская область, Екатеринбург, Арамильский тракт, 2-й км, 1","6000000 руб., УСН",+79126418112,"*Продается участок под склад, сервис или тех. Помещение! *.
Главное: есть дорога и электричество.

Логопарк Кольцово 2.
Геолокация в объявлении точная.
*Площадь: * 300сот.
*Коммуникации: *: возможно подключение.
*Отличная транспортная доступность: * близость к трассе, логистическим узлам.

Возможно продажа части участка, от 30 соток.
Рассматриваем варианты сотрудничества.
Торг, обмен.

Вид разрешённого использования: сельхозпроизводство.
Можно перевести в промку, если надо.

66:06:4501018:10682 участок разбит на маленькие участки.

Обратите внимание.
На участке сельхозпроизводства можно строить объекты. Некоторые из них:

производственные объекты, но только в рамках выпуска сельхозпродукции; 1.
Хозяйственные постройки: склады, хранилища, ангары; 1.
Гаражи для хранения техники; 1.
Объекты для временного пребывания людей, например, для отдыха рабочих;
теплицы для выращивания сельхозпродукции; 1.
Иные постройки, обеспечивающие сельскохозяйственную деятельность, такие как дом пасечника, до ..., 5 фото",https://www.cian.ru/sale/commercial/319943134
314842676,Продажа коммерческой земли,"6.26, сот.",м. Уральская (8 мин на машине),"Свердловская область, Екатеринбург, проспект Седова, 51","6500000 руб., УСН","+79126730635, +79826609307","Продается участок под высотную застройку (кадастровый номер 66:41:0204023:5) по адресу: г.Екатеринбург, проспект Седова, дом 51, площадью 626 кв.м. Категория земель: Земли населенных пунктов. Стоимость участка 6500000 рублей. Либо сдам в аренду за 70000 рублей в месяц. Основные виды разрешенного использования:
1. Многоэтажная жилая застройка (высотой до 100 метров);
2. Среднеэтажная жилая застройка;
3. Объекты гаражного значения;
4. Объекты торговли (общей площадью до 30000 кв.м.);
5. Здравохранение;
6. Дошкольное, начальное и среднее общее образование;
7. Спорт.
Аренда земельного участка возможна только при размещении объектов спорта и парковки., 5 фото",https://www.cian.ru/sale/commercial/314842676
319417772,"Продажа коммерческой земли, здание","2000.0, м2",,"Свердловская область, Екатеринбург, Нижне-Исетский жилрайон, улица Пархоменко, 48","8000000 руб., УСН",+79826319826,"Сейчaс вид разрешенного испoльзовaния учаcткa - ИЖC. Пepевод земли пoд кoммepцию oсуществляетcя нoвым пoкупателем сaмостoятeльнo !
Гпзу пoлучeнo.

Учаcтoк раcпoложен нa пeрвой линии ул. Щeрбaкoвa-Паpxоменко. Oдин въeзд с пepекpeстка ул. Парxомeнкo- Кapаванная, второй со стороны ул. Краснопрудная. Прямоугольной формы 17 м. на 53 м.
Под бизнес автосервис, магазин, коммерческое помещение и т.д.
Газ вдоль участка.
По документам 9 соток по факту 10 !
Кадастровый номер : 66:41:0508023:9, 7 фото",https://www.cian.ru/sale/commercial/319417772
319945171,Продажа коммерческой земли,"48.69, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","12172000 руб., УСН",+79126534258,"Продается участок промышленного назначения 48,69 соток в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металло ..., 2 фото",https://www.cian.ru/sale/commercial/319945171
319945243,Продажа коммерческой земли,"52.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","13000000 руб., УСН",+79126534258,"Продается участок промышленного назначения 52 сотки в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металлообр ..., 2 фото",https://www.cian.ru/sale/commercial/319945243
319945285,Продажа коммерческой земли,"53.91, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","13477000 руб., УСН",+79126534258,"Продается участок промышленного назначения 53,9 сотки в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металлоо ..., 2 фото",https://www.cian.ru/sale/commercial/319945285
319944669,Продажа коммерческой земли,"72.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","18005000 руб., УСН",+79126534258,"Продается участок промышленного назначения 72 сотки в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металлообр ..., 2 фото",https://www.cian.ru/sale/commercial/319944669
319945796,Продажа коммерческой земли,"75.73, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","18932000 руб., УСН",+79126534258,"Продается участок промышленного назначения 75 соток в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металлообр ..., 2 фото",https://www.cian.ru/sale/commercial/319945796
320014332,Продажа коммерческой земли,"78.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","19500000 руб., УСН",+79126534258,"Продается участок промышленного назначения 78 соток в развивающемся индустриальном парке ЕКАД: Южный 2 (Екатеринбург). Готовое решение для вашего производства или логистического хаба.

 Ключевые параметры:
 Разрешенное использование: Производственная деятельность, склады
 Зона застройки ПК-1: Размещение объектов III-V класса опасности (СЗЗ 50-1000 м)
 Инфраструктура парка: Охрана, видеонаблюдение 24/7, КПП

 Готовая инфраструктура:
• Подъездные пути: Ширина 7 м, капитальное покрытие, радиусы закруглений по стандартам промышленного кластера
• Коммуникации на границе: Точки подключения к электросетям и газу (мощность/объем оплачивается отдельно)
• Участок готов к освоению: Нет необходимости в дорогих подготовительных работах

 Преимущества локации:
• Парк ЕКАД: Южный 2  перспективная площадка с охраняемой территорией
• Удобный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга

 Для кого:
• Производства* (металлообр ..., 2 фото",https://www.cian.ru/sale/commercial/320014332
320012812,Продажа коммерческой земли,"41.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","20630000 руб., УСН",+79126534258,"Продается один из последних участков первой очереди промпарка ЕКАД Южный (Екатеринбург). 41 сотка с полным пакетом инфраструктуры.

 Преимущества:
 Готовая инфраструктура: асфальтированные дороги, электричество, газ на границе
 Разрешенное использование: производство, склады, НИОКР
 Зона ПК-1: объекты I-V класса опасности (СЗЗ до 1000 м)
• Статус резидента промпарка ЕКАД Южный

 Инженерные сети:
 Электричество: на границе участка
 Газ: готовый ввод на границе

 Кому подойдёт участок:
• Заводы-смежники для соседних производств
• Склады (включая холодильные/фармацевтические)
• Лабораторно-испытательные комплексы
• Высокотехнологичные цеха 

 Преимущества локации:
• Парк ЕКАД: Южный  один из лучших промышленных парков в области
• Удобный выезд на ЕКАД: трассы Пермь/Челябинск в 2 минутах
• Логистика: 10 мин до аэропорта Кольцово, 30 мин до центра Екатеринбурга, 2 фото",https://www.cian.ru/sale/commercial/320012812
320012854,Продажа коммерческой земли,"45.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","22615000 руб., УСН",+79126534258,"Продается участок 45 соток в промпарке ЕКАД Южный (Екатеринбург). Один из лучших лотов в зоне активного развития.

 Преимущества:
 Готовая инфраструктура: асфальтированные дороги, электричество, газ на границе
 Разрешенное использование: производство, логистика, сервисные центры, НИОКР
 Зона ПК-2: объекты III-IV класса опасности (СЗЗ до 1000 м)
• Статус резидента промпарка ЕКАД Южный

 Инженерные сети:
 Электричество: на границе участка
 Газ: готовый ввод на границе участка

 Кому подойдёт участок:
• Производственные цеха и сборочные линии
• Крупные распределительные и логистические центры
• Автосервисы и технопарки
• Офисно-складские комплексы

 Преимущества локации:
• Парк ЕКАД Южный   один из лучших промышленных парков в области
• Идеальная транспортная доступность: прямой выезд на ЕКАД за 1 минуту
• Логистический хаб: 30 мин до центра Екатеринбурга, 10 мин до аэропорта Кольцово, 2 фото",https://www.cian.ru/sale/commercial/320012854
311477552,Продажа коммерческой земли,"23.7, га",м. Ботаническая (27 мин на машине),"Свердловская область, Екатеринбург, Арамильский тракт, 4-й км","24000000 руб., УСН",+79126916574,"Продам ЗУ промназначения 23,7 Га
Стоимость указана за 1 Га.
г. Екатеринбург.
ВРИ:
Склады
Производственная деятельность 
Внеуличный транспорт
Ж/Д транспорт
А/М транспорт и т.п.
Желаемая продажа целиком, но готовы к обсуждению по частям.
Есть два отмежеваных участка: 1Га и 1,2Га
Подробности по телефону
Диалог по цене, 1 фото",https://www.cian.ru/sale/commercial/311477552
319720375,"Продажа коммерческой земли, здание","157200.0, м2",,"Свердловская область, Екатеринбург, проезд 4-й Южный ЕКАД","24800000 руб., УСН",+79126422736,"Новая очеpeдь в Индуcтpиaльнoм парке Eкaд: Южный (Нeфтeбаза).

Кадастровый номер: 66:41:0514029:686.

Bид paзpeшeннoго иcпoльзовaния: прoизвoдствeннaя деятельноcть, cклад.

Зона заcтрoйки ПК-1, вoзмoжнo paзмeщение складскиx и производственных объектов Iii-V класса опасности с Сзз 50-100 Участок расположен в Индустриальном парке Екад: Южный. Подъездные пути к участку выполнены. Ширина проезжей части 7 м, радиусы закруглений, тип капитального покрытия соответствует требованиям промышленного кластера, участок готов к использованию.

Точки подключения к сетям — электро и газоснабжения будут расположены на.

Границе участка, подключаемая мощность оплачивается отдельно., 1 фото",https://www.cian.ru/sale/commercial/319720375
320012881,Продажа коммерческой земли,"50.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","25005000 руб., УСН",+79126534258,"Продается участок 50 соток в промпарке ЕКАД Южный (Екатеринбург). Уникальный лот с готовой инфраструктурой.

 Преимущества:
 Готовая инфраструктура: асфальтированные дороги, электричество, газ на границе
 Разрешенное использование: производство, склады, логистика, НИОКР
 Зона ПК-1: объекты I-V класса опасности (СЗЗ до 1000 м)
• Статус резидента промпарка ЕКАД Южный

 Инженерные сети:
 Электричество: на границе участка
 Газ: готовый ввод на границе участка

 Кому подойдёт участок:
• Крупные производственные площадки и заводы-смежники
• Логистические хабы и распределительные центры (включая холодильные/фармацевтические)
• Научно-исследовательские и испытательные комплексы
• Высокотехнологичные производства с возможностью расширения
• Фармацевтическое производство (благодаря площади и зоне ПК-1)

 Преимущества локации:
• Парк ЕКАД: Южный  признанный лидер среди промышленных парков региона
• Мгновенный выезд на ЕКАД: Трассы Пермь/Челябинск в 2 минутах
• Идеальная логистика: 10 мин до аэроп ..., 2 фото",https://www.cian.ru/sale/commercial/320012881
320012926,Продажа коммерческой земли,"50.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","25025000 руб., УСН",+79126534258,"Продается участок 50 соток в промпарке ЕКАД Южный (Екатеринбург). Лот с идеальной инфраструктурой.

 Ключевые преимущества:
 Полностью готовая площадка: асфальт, электричество, газ на границе  стройте сразу
 Разрешенное использование: производство (любое), склады, логистика, НИОКР, сервис
 Зона ПК-1: размещение объектов I-V класса опасности (СЗЗ до 1000 м)
• Официальный статус резидента Промпарка ЕКАД Южный

 Инженерное обеспечение:
 Электричество: на границе участка
 Газ: подключение на границе  готово к вводу

 Идеальное решение для:
• Крупноузловой сборки и промышленных производств
• Высокотехнологичных складов (в т.ч. фарма, FMCG, хранение с особыми условиями)
• Исследовательских центров и лабораторий
• Логистических терминалов и дистрибуции
• IT-производства и data-центров (благодаря площади и статусу)

 Неоспоримые плюсы локации:
• ЕКАД: Южный  один из лучших промышленных парков Свердловской области
• Транспортная доступность: выезд на ЕКАД за 2 минуты (трассы Пермь/Челябинск)
•  ..., 2 фото",https://www.cian.ru/sale/commercial/320012926
320013031,Продажа коммерческой земли,"51.6, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","25830000 руб., УСН",+79126534258,"Продается участок 51,6 сотки в промпарке ЕКАД Южный (Екатеринбург). Уникальное предложение с готовой инфраструктурой.

 Преимущества:
 Готовая площадка: асфальтированные дороги, электричество, газ на границе участка
 Разрешенное использование: производство, склады, логистика, НИОКР, сервисные предприятия
 Зона ПК-1: размещение объектов I-V класса опасности (СЗЗ до 1000 м)
• Статус резидента промпарка ЕКАД Южный

 Инженерные сети:
 Электричество: на границе участка
 Газ: готовый ввод на границе участка

 Кому подойдёт участок:
• Крупные промышленные предприятия с комплексным производственным циклом
• Современные распределительные центры и логистические базы (включая фармацевтические и холодильные)
• Технопарки и исследовательские кластеры (НИОКР, лаборатории)
• Высокотехнологичные производства, требующие точной планировки (51,6 сотки = максимум эффективности)
• Data-центры и IT-инфраструктура (идеальная площадь под серверные и офисы)

 Преимущества локации:
• Парк ЕКАД: Южный  один из л ..., 2 фото",https://www.cian.ru/sale/commercial/320013031
319843483,Продажа коммерческой земли,"9.53, га",м. Ботаническая (26 мин на машине),"Свердловская область, Екатеринбург, 4-й километр Арамильского тракта тер.","30000000 руб., УСН",+79122115886,"Объект  193136. Продам земельный участок коммерческого назначения на Арамильском тракте. Территория г. Екатеринбург (земли населенных пунктов). Отличная транспортная доступность. 
Подходит для любого вида бизнеса. Есть возможность подведения электричества и газа.
Участок расположен в градостроительной зоне Ц-3 (зона транспортной инфраструктуры), которая регламентирует следующие разрешенные виды использования земельного участка: гаражи, стоянка транспортных средств, склады, объекты дорожного сервиса, общественное питание, производственная деятельность и т.п. 
Приглашаю покупателей на просмотр!, 6 фото",https://www.cian.ru/sale/commercial/319843483
318924782,Продажа коммерческой земли,"40.0, сот.",м. Ботаническая (14 мин на машине),"Свердловская область, Екатеринбург, улица Дагестанская, 40","30000000 руб., УСН",+79126626130,"Объект N 192624. Уникальное предложение!!! Идеальный участок c развитой инфраструктурой для коммерческой застройки. Площадь до 40 соток. Место расположения: г. Екатеринбург, микрорайон Химмаш, 1 км до ЕКАД. Категория: земли насаленных пунктов. Виды разрешённого использования: под существующие здания и сооружения складской базы и производства. Удобный асфальтированный подъезд к участку, 3 въезда. Торговая инфраструктура: Близость к крупным торговым центрам (Мега-Лэнд, DNS, Сима-Лэнд). Энергообеспечение: получены ТУ на подключения на установленную мощность 250 КВ, проект электроснабжения согласован. Вода, газ по границе участка, канализация требует реновации. Кадастровый номер участка 66:41:0509013:472 (ориентир). Выгода при работе с ГК Новоселе: полная организационная поддержка, юридическое сопровождение сделки, 25 лет на рынке недвижимости. ТОРГ, 7 фото",https://www.cian.ru/sale/commercial/318924782
305286910,Продажа коммерческой земли,"200.0, сот.",м. Ботаническая (21 мин на машине),"Свердловская область, Екатеринбург, пос. 3-е отделение Уральского научно-исследовательского института сельского хозяйства","29900000 руб., УСН",+79126530358,"Продам  земельный участок в черте города Чкаловском районе п Рудный на территории есть овощехранилище 700м2 и два здания по 130м2 требуется ремонт пишите звоните всегда можем обсудить все вопросы !!!! Общая площадь участка 200 соток продажа от юр лица  ГПЗУ получен продажа от собственника, 9 фото",https://www.cian.ru/sale/commercial/305286910
320212484,"Продажа коммерческой земли, здание","4000.0, м2",,"Свердловская область, Екатеринбург, улица Дагестанская, с40","30000000 руб., УСН",+79826204788,"Продам земельный участок 40 соток г. Екaтеpинбург, райoн Химмаш, улица Дагecтaнcкaя. Kадастровый номeр учаcтка 66:41:0509013:472 (ориентир).

Kaтегoрия: земли нaсeленных пунктoв

Виды рaзрeшeнного использования: пoд cуществующие здaния и cоopужения cклaдской бaзы и пpоизвoдcтвa.

Дoкумeнты гoтовы.

На все вопросы отвечу по телефону., 5 фото",https://www.cian.ru/sale/commercial/320212484
320013116,Продажа коммерческой земли,"62.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","31070000 руб., УСН",+79126534258,"Продается участок 62 сотки в промпарке ЕКАД Южный (Екатеринбург). Идеальная площадка для крупного проекта.

 Преимущества:
 Готовая инфраструктура: асфальтированные дороги, электричество, газ на границе
 Разрешенное использование: производство, склады, логистика, НИОКР, сервис, технопарки
 Зона ПК-1: объекты I-V класса опасности (СЗЗ до 1000 м)
• Статус резидента промпарка ЕКАД Южный

 Инженерные сети:
 Электричество: на границе участка
 Газ: готовый ввод на границе участка

 Кому подойдёт участок:
• Крупные промышленные комплексы полного цикла
• Современные логистические терминалы и мега-склады (включая фармацевтические, холодильные, FMCG)
• Научно-производственные кластеры и технопарки
• Сборочные производства с большими цехами и зонами хранения
• Многофункциональные промышленные комплексы (производство + офисы + склад)

 Преимущества локации:
• Парк ЕКАД: Южный  один из лучших промышленных парков области
• Идеальная транспортная развязка: выезд на ЕКАД за 2 минуты (трассы Пермь/Челя ..., 2 фото",https://www.cian.ru/sale/commercial/320013116
319945900,Продажа коммерческой земли,"128.0, сот.",м. Чкаловская (28 мин на машине),"Свердловская область, Екатеринбург, улица Профессионалов, 17","32065000 руб., УСН",+79126534258,"Продаётся участок промназначения 1,28 Га в промпарке ЕКАД Южный (Чкаловский район, Екатеринбург).

 Ключевые преимущества:
 Редкое разрешение: Размещение объектов I-V класса опасности (СЗЗ до 1000 м)
 Инфраструктура парка: 4 КПП, охрана 24/7, управляющая компания

 Готовность к стройке:
• Дороги: Ширина 7 м, капитальное покрытие, радиусы по промстандартам
• Коммуникации на границе: Электро- и газоснабжение (подключаемая мощность  под ваш проект)
• Нулевые подготовительные затраты: Участок полностью сформирован

 Логистическое превосходство:
• Выезд на ЕКАД за 2 минуты (трассы Перми/Челябинск)
• До аэропорта Кольцово: 10 мин
• До центра Екатеринбурга: 30 мин

 Для кого идеально:
• Заводы I категории опасности (химия, нефтепереработка)
• Крупные склады ГСМ, ЛКМ, фармпродукции
• Промышленные кластеры, 2 фото",https://www.cian.ru/sale/commercial/319945900
